sen_id,sen_text,MC,CC,SC,MR,GR
221283308295323387696694991209725471876,Es ist,,,SC,,GR
221283308295323387696694991209725471876,"Es ist nun mal so, dass Deutsch nicht gleich Deutsc ",,,SC,,GR
221283308295323387696694991209725471876,"Es ist nun mal so, dass Deutsch nicht gleich Deutsc",,,SC,,GR
221283308295323387696694991209725471876,"Es ist nun mal so, dass Deutsch nicht gleich Deutsch ist ",,,SC,,GR
221283308295323387696694991209725471876,"Es ist nun mal so, dass Deutsch nicht gleich Deutsch ist",,,SC,,GR
221283308295323387696694991209725471876,"Es ist nun mal so, dass Deutsch nicht gleich Deutsch ist.",MC,CC,SC,MR,GR
221283402576836779671256727527026371716,Wenn Menschen in die Scweiz ,,,,,GR
221283402576836779671256727527026371716,Wenn Menschen in die Sc,,,,,GR
221283402576836779671256727527026371716,Wenn Menschen in die Schweiz migrieren ,,,SC,,GR
221283402576836779671256727527026371716,Wenn Menschen in die Schweiz migrieren,,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige I",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige ",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus ",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus, hoch",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus, ",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus, Hochsd",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus, Hoch",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus, Hochdeutsch zu lernen ",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus, Hochdeutsch zu lernen",,,SC,,GR
221283402576836779671256727527026371716,"Wenn Menschen in die Schweiz migrieren, reicht es für eine hundertprozentige Partizipation oftmals nicht aus, Hochdeutsch zu lernen.",MC,CC,SC,MR,GR
221283600647243065332100711386902211716,Migrierende stehen vor einer weiteren Herausforderung ,,,SC,,GR
221283600647243065332100711386902211716,Migrierende stehen vor einer weiteren Herausforderung,,,SC,,GR
221283600647243065332100711386902211716,"Migrierende stehen vor einer weiteren Herausforderung, nämlich die",,,SC,,GR
221283600647243065332100711386902211716,"Migrierende stehen vor einer weiteren Herausforderung, nämlich d",,,SC,,GR
221283600647243065332100711386902211716,"Migrierende stehen vor einer weiteren Herausforderung, nämlich das Schweizerdeutsche zumindest verset",,,SC,,GR
221283600647243065332100711386902211716,"Migrierende stehen vor einer weiteren Herausforderung, nämlich das Schweizerdeutsche zumindest ver",,,SC,,GR
221283600647243065332100711386902211716,"Migrierende stehen vor einer weiteren Herausforderung, nämlich das Schweizerdeutsche zumindest verstehen zu können.",MC,CC,SC,MR,GR
221283736127400964724117996347057286276,"Die Integration ist und bleibt ein komplexes, faszinierendes und hochinteressantes Thema-",,,SC,,GR
221283736127400964724117996347057286276,"Die Integration ist und bleibt ein komplexes, faszinierendes und hochinteressantes Thema",,,SC,,GR
221283736127400964724117996347057286276,"Die Integration ist und bleibt ein komplexes, faszinierendes und hochinteressantes Thema.",MC,CC,SC,MR,GR
221283769403229220715139785635516427396,Wie sich die Schweiz als Migrationsgesellschaft zukünftig entwickeln wird ,,,,,GR
221283769403229220715139785635516427396,Wie sich die Schweiz als Migrationsgesellschaft zukünftig entwickeln wird,,,,,GR
221283769403229220715139785635516427396,"Wie sich die Schweiz als Migrationsgesellschaft zukünftig entwickeln wird, ",,,,,GR
221283769403229220715139785635516427396,"Wie sich die Schweiz als Migrationsgesellschaft  entwickeln wird, ",,,,,GR
221283769403229220715139785635516427396,"Wie sich die Schweiz als Migrationsgesellschaft  entwickeln wird, wird die Zukunft zeigen.",MC,CC,SC,MR,GR
221283835162604107554539988276995206276,"Als Expert*in in diesem Bereich kannst du diese Zukunft, unsere Zukunft, mitgestalten ",,,SC,,GR
221283835162604107554539988276995206276,"Als Expert*in in diesem Bereich kannst du diese Zukunft, unsere Zukunft, mitgestalten",,,SC,,GR
221283835162604107554539988276995206276,"Als Expert*in in diesem Bereich kannst du diese Zukunft, unsere Zukunft, mitgestalten.",MC,CC,SC,MR,GR
221283870022995613830848529436333354116,Wegen dieser gesamtgesellschaftlichen Wichtigkeit ,,,,,GR
221283870022995613830848529436333354116,Wegen dieser gesamtgesellschaftlichen Wichtigkeit,,,,,GR
221283870022995613830848529436333354116,Wegen dieser gesamtgesellschaftlichen Wichtigkeit habe ich mich für das zukunftsorientierte Studium der sprachlichen Integration entschieden.,MC,CC,SC,MR,GR
